,tweets,words,
37376, Sandy and I are giving everyone at the hospital grey's anatomy nicknames.,sandy giving hospital greys anatomy nicknames,Non-Medical
37378," Meet Michael Irvine, solicitor practicing in medical negligence at Andersons  http://t.co/uKYOC1MN0N",meet michael irvine solicitor practicing medical negligence andersons,Non-Medical
37380, Why RT @DjClimate24: Megatron is Back in the Hospital????????,megatron hospital,Non-Medical
37383, @AJEnglish: US abortion doctor given life in prison.  http://t.co/p6o5rYGA8P Ironic he wasn't put to death.,abortion doctor life prison ironic death,Non-Medical
37386, Professional interventions can reduce excessive prescribing in #hospital settings http://t.co/WENvSY9fT0,professional interventions reduce excessive prescribing #hospital settings,Non-Medical
37391," I think my doctor fucked up my taste buds...I've seriously never NOT tasted my food this badly. Like, I'm eating air right now. WTF????????",doctor fucked taste budsi seriously tasted food badly eating air wtf,Non-Medical
37392," #5 medical &amp; dental exp: U can normally claim the costs of #diagnosing, #treating, #easing or #preventing disease. The costs of...",#5 medical dental exp normally claim costs #diagnosing #treating #easing #preventing disease costs,Non-Medical
37397, Featured Packages | Medical Travel | Global Health Care http://t.co/DaiQqZaNnH,featured packages medical travel global health care,Non-Medical
37400, Hwy 101 Medical Emergency: A Nipomo man suffered a medical emergency on US-101 in Santa Barbara earlier T... http://t.co/Mc0pjFebmp #SLO,hwy medical emergency nipomo suffered medical emergency us101 santa barbara earlier #slo,Non-Medical
37401, Green Day To Release Skateboard Line To Raise Money For Children's Hospital http://t.co/M9Vho3OXcd,green day release skateboard line raise money childrens hospital,Non-Medical
37402," My grandfather is back in the hospital, and I just don't want it on my mind",grandfather hospital mind,Non-Medical
37403, @PBandJenelley_1 Why would you compromise your sobriety by taking pills from a dentist? All medical professionals have alternatives for pain,compromise sobriety taking pills dentist medical professionals alternatives pain,Non-Medical
37405, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/mcMsdgZzTu,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37406, Obama says a baby that survives a botched abortion has no right to medical care... yet illegal immigrants come here and get it for free...,obama baby survives botched abortion medical care illegal immigrants free,Non-Medical
37408," My motherfuckin doctor, said I need a doctor.",motherfuckin doctor doctor,Non-Medical
37409," @ChaniaWright_ @ayo_Niqueee @imChillinThug_ at the house , its too hot . What hospital ?",house hot hospital,Non-Medical
37411, Ima make mama take me to the doctor in the morning.,ima mama doctor morning,Non-Medical
37412, I'm watching Doctor Who (1473 are watching) http://t.co/FV7G5OIrO0 #GetGlue @bbcdoctorwho,watching doctor watching #getglue,Non-Medical
37414," So glad @tomheap27 to rid of his moped, this time last year we were in hospital after you'd fall off it. #dangerous #a&amp;e #moped #thankful ??",glad rid moped time hospital youd fall #dangerous #aampe #moped #thankful,Non-Medical
37416," This Doctor 90210 Guy Always Trying God, *SMH!!!!!!!",doctor guy trying god smh,Non-Medical
37419, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/RPWALTfsIy,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37420, I'm at Hospital Emec http://t.co/gDjBiHIOGC,hospital emec,Non-Medical
37422," doctor-tj-eckleburg: Okay, forget about the legendary Hitchcock blondes for a second… Can we talk about Hitch… http://t.co/avtw2EW9Yp",doctortjeckleburg okay forget legendary hitchcock blondes … talk hitch…,Non-Medical
37424," After CMS releases chargemaster data, hospitals mull price changes http://t.co/HeJaWcephp",cms releases chargemaster data hospitals mull price changes,Non-Medical
37425," Maaaaaan, I would give everything for the kids at Childrens Hospital. I hate that shit.",maaaaaan kids childrens hospital hate shit,Non-Medical
37430, Many churchmen and medical doctors have opposed divine healing. They have made much of those who are... http://t.co/9R5oEtbVvT,churchmen medical doctors opposed divine healing,Non-Medical
37431, @hazza_styles33 Hazza stop tweeting your cute sexy pics this is unacceptable coz i will have to call the local hospital if this continues xx,hazza stop tweeting cute sexy pics unacceptable coz call local hospital continues xx,Non-Medical
37432, I then promptly told the doctor that my tax dollars weren't paying him for my already diagnosed condition that I was there for a dog bite.,promptly told doctor tax dollars paying diagnosed condition dog bite,Non-Medical
37433, Ive always wanted to blow my load over Angelina Jolie's tits. I just dont fancy going down the hospital bins looking for them.,ive blow load angelina jolies tits dont fancy hospital bins looking,Non-Medical
37435, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/gX5LGAl6Cb,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
37436, #FWI fact - In 2006 the European Union barred most non-medical use of antibiotics in animal farming. http://t.co/KvNnAScF3m,#fwi european union barred nonmedical antibiotics animal farming,Non-Medical
37438, Congratulations to Rockdale Medical Center's Employee of the Year Marvin Maner and Mercy Award winner Debbie Cook! http://t.co/ysdt6t0uPw,congratulations rockdale medical centers employee marvin maner mercy award winner debbie cook,Non-Medical
37439, Can't wait for doctor who this Saturday!,ca wait doctor saturday,Non-Medical
37440, “@alyakahsas: I TWERK AT THE HOSPITAL FOR THEM SICK FOLKS.”??,twerk hospital sick folks,Non-Medical
37441," @XoXoRahRah well your moms dumb! i came home and she said you were in the hospital and i was like \whaaaaa\"" haha""",moms dumb home hospital whaaaaa haha,Non-Medical
37442, My sis doctor is preggo this too funny,sis doctor preggo funny,Non-Medical
37444, @julie413413 @HellaRadMuse Soooo..... Should I send a dick pic with my medical license and med school diploma for background &amp; scale?,soooo send dick pic medical license med school diploma background scale,Non-Medical
37446," I swear i get so emotional at night, Bmth hospital for souls is making me cry. #Sempiternal #Olisykes #hormones.",swear emotional night bmth hospital souls cry #sempiternal #olisykes #hormones,Non-Medical
37447, Hope ion have to go to the hospital man smh,hope ion hospital smh,Non-Medical
37448, this is why im not a doctor I have no patients,im doctor patients,Non-Medical
37452," #anappleaday keeps doctor away, a 2002 news a day in #paidmedia @timesofindia keeps @narendramodi away.",#anappleaday doctor news day #paidmedia,Non-Medical
37453," \@_KingRello: @DaDynasTyZ medical assistant/medical office management\""--oh wow never met a man that was a medical assistant""",medical assistantmedical office managementoh wow met medical assistant,Non-Medical
37454, What a good night.  We won our game and my dad's home from the hospital. #goodnight #happyness,night won game dads home hospital #goodnight #happyness,Non-Medical
37456, At the hospital nd thus old lady came in,hospital nd lady,Non-Medical
37457, Melissa &amp; Doug Doctor Role Play Costume Set | Personalized Childrens Book http://t.co/tgcBRt6zc0,melissa doug doctor role play costume set personalized childrens book,Non-Medical
37461," I'm going to marry a doctor?? place <tweepy.models.Place object at 0x0292CFF0> coordinates {u'type': u'Point', u'coordinates': [-74.01064232, 40.88384461]}",marry doctor,Non-Medical
37470," Grotesque irony of Kermit #Gosnell: Convicted of murder because of his 'medical' incompetence, not his murderous intention (@DavidSchrock).",grotesque irony kermit #gosnell convicted murder amedical incompetence murderous intention,Non-Medical
37473, :)) Last day of Hospital Internship. yhey! :D,day hospital internship yhey,Non-Medical
37475, Help support Medical Missions Guatemala Trip 2013. http://t.co/sW9hMpCOo5,help support medical missions guatemala trip,Non-Medical
37477, If Ian stay in the hospital soo much my GPA would be great ...,ian stay hospital soo gpa,Non-Medical
37481, Drunk ASU student left at Tempe hospital with Post-it http://t.co/jTtiLraKEM,drunk asu student left tempe hospital postit,Non-Medical
37484, me: grandpa you wanma eat something sweet? him: ya but the stupid doctor said I cannot boy.... me; chagi the chocolate bar,grandpa wanma eat sweet ya stupid doctor boy chagi chocolate bar,Non-Medical
37485," @John_Carson is that like a Star Trek offshoot all about the weird medical emergencies they face?? #twittertypos place <tweepy.models.Place object at 0x0292CF50> coordinates {u'type': u'Point', u'coordinates': [-70.29946959, 41.66834194]}",star trek offshoot weird medical emergencies #twittertypos,Non-Medical
37488, News -Surgery: Things you should know before discharge from hospital - http://t.co/D5wqqaNBCi,news surgery discharge hospital,Non-Medical
37490," soon as we hit the hospital I know we're gonna leave this town, so get new passports, get out now",soon hit hospital gonna leave town passports,Non-Medical
37493, After spending all afternoon at the doctor your drama is the last thing I want to deal with,spending afternoon doctor drama deal,Non-Medical
37494, My doctor is drugging me http://t.co/VL3XEK9FrM,doctor drugging,Non-Medical
37496, We go to the doctor on the 28th hopefully we can find out the sex of the baby then...#highkey im praying for a girl lbvvs,doctor hopefully sex baby #highkey im praying girl lbvvs,Non-Medical
37497, Dr. Allen Gabriel w/PeaceHealth Medical talks about how often he does reconstructive surgery on patients w/BRCA @5 http://t.co/glOY8LLBs4,dr allen gabriel wpeacehealth medical talks reconstructive surgery patients wbrca,Non-Medical
37499," dudes be so disrespectful to women, I just wanna put them in the hospital, don't mean to say it like that",dudes disrespectful women wanna hospital mean,Non-Medical
37500, Philadelphia abortion doctor gets life in prison http://t.co/jkqomeAVcr,philadelphia abortion doctor life prison,Non-Medical
37501, My mom just told me I'd never succeed at being a doctor! Good thing that's not my major!!! #scienceprobz ??????,mom told id succeed doctor thats major #scienceprobz,Non-Medical
37506," @seanhannity @FoxNews 25 Cases Of SARS Coronavirus In New York At St. Lukes Hospital? 7 Critical, 3 Dead? (Video) http://t.co/Io0APSyebu via",sars coronavirus york st lukes hospital critical dead video via,Non-Medical
37507," Doctor Who #InDatPussy coordinates {u'type': u'Point', u'coordinates': [-77.49942164, 17.98921603]}",doctor #indatpussy,Non-Medical
37513, We trippy up in dis hospital mane #drugsforeveryone,trippy dis hospital mane #drugsforeveryone,Non-Medical
37515, On the way to the hospital to meet my first nephew!,hospital meet nephew,Non-Medical
37516, NO DOCTOR SHE DOES NOT KNOW U BLOODY IDOT,doctor bloody idot,Non-Medical
37518, Alameda County officials confirm San Leandro Hospital deal (Biz Journal): Share With Friends:  |  | USA - ... http://t.co/un4pyxZbHk #SF,alameda county officials confirm san leandro hospital deal biz journal share friends usa #sf,Non-Medical
37519, I can't deal with these allergies..I need to see a doctor,ca deal allergiesi doctor,Non-Medical
37520," Tumblr users - kia-kaha-winchesters: runaeveena: By this saturday, supernatural, sherlock, doctor who,... http://t.co/OpFHScZI6h",tumblr users kiakahawinchesters runaeveena saturday supernatural sherlock doctor,Non-Medical
37521, Dang it I go to the doctor tomorrow &lt;&lt;&lt; gotta get a shot ??,dang doctor tomorrow ltltlt gotta shot,Non-Medical
37523, OMG baby I hope you feel better ! RFT !!!!!???????? “@Nana_Cocaine: Omw to hospital”,omg baby hope feel rft omw hospital,Non-Medical
37524, Alameda County officials confirm San Leandro Hospital deal (Biz Journal): Share With Friends:  |  | USA - ... http://t.co/3xB59V8ASl #SF,alameda county officials confirm san leandro hospital deal biz journal share friends usa #sf,Non-Medical
37525, Photo: puppy-dog-radcliffe: wotcher-doctor: alwaysvotesaxon: squeetown: Jason Isaacs: I remember my very... http://t.co/x1TiQJfEB2,photo puppydogradcliffe wotcherdoctor alwaysvotesaxon squeetown jason isaacs remember,Non-Medical
