,Tweets,words,
36996, Abortion doctor gets life sentence: A US doctor who was convicted of murdering three babies by cutting their... http://t.co/X3VKbKBJVD,abortion doctor life sentence doctor convicted murdering babies cutting,Medical
37000, Going To The Hospital .,hospital,Medical
37006," I should probably go to the hospital.., but ill just suffer. place <tweepy.models.Place object at 0x0291F5F0> coordinates {u'type': u'Point', u'coordinates': [-84.1169509, 40.74771606]}",probably hospital ill suffer,Medical
37009, Just left the hospital....,left hospital,Medical
37011, been @ the hospital 2 times this week NO MORE,hospital times week,Medical
37012, My thoughts EXACTLY! @HuffingtonPost: Why Angelina Jolie's medical choice may be too costly for many women http://t.co/vBEMDNUTDf,exactly angelina jolies medical choice costly women,Medical
37013," my doctor just gave me a soma scrip lol on some straight brave new world shit! place <tweepy.models.Place object at 0x0292CEF0> coordinates {u'type': u'Point', u'coordinates': [-121.24094929, 37.78695209]}",doctor soma scrip lol straight brave world shit,Medical
37019," I need a doctor , somebody help :(",doctor help,Medical
37020, Last Night At The Hospital http://t.co/Sqq7N3QF4v,night hospital,Medical
37021, @SweenerJoey dude I know. I went to the hospital today and got transformed into an alien so that narrows everything down??,dude hospital transformed alien narrows,Medical
37022, \I am fortunate to have a partner,fortunate partner brad pitt loving supportive brag angie,Medical
37028, Might have to go to the hospital tn for my allergic reaction. Man this sucks..,hospital tn allergic reaction sucks,Medical
37029, about to make some more tea....my throat and sinuses are killing me :( I need a doctor! uggghhh,teamy throat sinuses killing doctor uggghhh,Medical
37032, Ctfu mi daughter Just ran up the steps and said mommy I need to go to the doctor ME: Y.. HER: CAUSE IM COLD  ME:sit down,ctfu mi daughter ran steps mommy doctor cause im cold mesit,Medical
37037, The hospital RT @Kira_Monea: @lady_benz300 longgggg story. Where u at?,hospital longgggg story,Medical
37040," Patient Access Representative – Saint Vincent Hospital –  Worcester, MA - Worcester Massachusetts Jobs: To gre... http://t.co/LIVGtRsnZ2",patient access representative – saint vincent hospital – worcester ma worcester massachusetts jobs gre,Medical
37044," \No child should ever have to lose their parents because of the steep cost of medical treatment.\"" #DFTBA #Help http://t.co/BY0XCcfCm4""",child lose parents steep cost medical treatment #dftba #help,Medical
37053," Ah haaa... \@HuffingtonPost: Why Angelina Jolie's medical choice may be too costly for many women http://t.co/pM0Xh1qyCz\""""",ah haaa angelina jolies medical choice costly women,Medical
37057, Crazy Cat Lady studied was a lawyer and a doctor... I want to study medicine when I've finished law... Oh god.  #TheSimpsons,crazy cat lady studied lawyer doctor study medicine finished law oh god #thesimpsons,Medical
37058," New Video: Visit the doctor, swipe your drivers license? http://t.co/WXksH0Rako",video visit doctor swipe drivers license,Medical
37059, Off to da hospital with my sis,da hospital sis,Medical
37061," @BabsBatgirlfan I shouldn’t buy anything, have a wall covered in Doctor Who figures I should sell and a closet full of models to build",shouldn’ buy wall covered doctor figures sell closet build,Medical
37062, If @AustinMahone Followed Me I Would Probably Be In The Hospital Because I Passed Out &amp; Hit My Head So Maybe That's Why He Wont Follow Me..,followed probably hospital passed hit head maybe thats wont follow,Medical
37066," @1Dsexylads IF I DID THAT, I'D END UP IN THE HOSPITAL. THAT'S HOW HOPELESS I AM.",id hospital thats hopeless,Medical
37070, @BrianDietzen I'm watching a hospital ... I almost killed the nurse to give me the wifi password.,watching hospital killed nurse wifi password,Medical
37078," Jon Stewart breaks down the specifics of profit driven medical care, to laughs and thunderous applause. Keep calm, and carry on.",jon stewart breaks specifics profit driven medical care laughs thunderous applause calm carry,Medical
37079, Beyonce cancels Belgium show on doctor's orders http://t.co/U5wFepumBA,beyonce cancels belgium doctors,Medical
37080, I liked a @YouTube video http://t.co/iHYs7flvVv Man Cuts off Arm - Drives Ten Miles to Hospital!,liked video cuts arm drives ten miles hospital,Medical
37082," after almost nineteen years... I still dread going to the doctor place <tweepy.models.Place object at 0x0291F610> coordinates {u'type': u'Point', u'coordinates': [-73.22920084, 41.2952097]}",nineteen dread doctor,Medical
37083, @MoniqueWolford omg hahah did the doctor look at you really weirdly after you said that?,omg hahah doctor look weirdly,Medical
37085, they on they way to da hospital :),da hospital,Medical
37087, Basically tomorrow I'm going to the doctor and I'm going to have to explain that Alyssa squeezed my boob and it's been hurting ever since.,basically tomorrow doctor explain alyssa squeezed boob hurting,Medical
37089, #aca changes will increase reimbursement rates for primary care providers &amp; more money for patient centered medical homes #bcehs,#aca changes increase reimbursement rates primary care providers money patient centered medical homes #bcehs,Medical
37090," But Mr. Moffat, What if I don’t want to know what The Doctor’s name is… http://t.co/T7SrbspEVz",moffat don’ doctor’ name …,Medical
37094, She woke me up like mommy my tummy really hurts can you take me to the doctor store for some… http://t.co/cDWhUv4KDX,woke mommy tummy hurts doctor store …,Medical
37095," @burnbright Oh, is this the one where we're going to find out The Doctor's name?",oh doctors name,Medical
37096, My doctor tried it! http://t.co/9eZec52FmA,doctor tried,Medical
37102, An apple a day keeps the doctor away ??,apple day doctor,Medical
37106," Doctor gave me some muscle relaxer, thanks you, cause I was in so much pain this morning :)",doctor muscle relaxer thanks cause pain morning,Medical
37110," Im out the #hospital and almost done with my #SexDrugsAndBassMusicEP Im comin up, being honest, im the hottest, beats and flows be flawless.",im #hospital #sexdrugsandbassmusicep im comin honest im hottest beats flows flawless,Medical
37111, Blood taken 3 times. Omg I'm never going to any kind of doctor ever again.,blood times omg doctor,Medical
37113," Today at Salinas Valley Memorial Hospital the medical staff had an opportunity to hear from David Spain, MD FACS... http://t.co/WknvEhusgN",salinas valley memorial hospital medical staff opportunity hear david spain md facs,Medical
37115," Still need a dress, have to do my English senior project and this medical dissection is killing me... Can may just end already?",dress english senior project medical dissection killing,Medical
37118, It brings awareness tho. RT @HuffingtonPost Why Angelina Jolie's medical choice may be too costly for many women http://t.co/GC9XpUcr9b,brings awareness tho angelina jolies medical choice costly women,Medical
37120," I'm not a doctor, I just play one on TV",doctor play tv,Medical
37125, A beer a day keeps the doctor away,beer day doctor,Medical
37126, #LibCrib //RT @TeaPartyCat: Ask your doctor if #Benghazi is right for you. http://t.co/Cx5nesB9Qq,#libcrib doctor #benghazi,Medical
37130, @beverlymx3 awe missed yu too &lt;3. I was at the hospital so i couldnt go to school.,awe missed yu lt3 hospital couldnt school,Medical
37139, Hospital wait times grow in Bendigo: SEVEN people waited more than 24 hours in Bendigo Hospital’s emergency de... http://t.co/mSm1kHMn7e,hospital wait times grow bendigo seven people waited hours bendigo hospital’ emergency,Medical
37144," People are a whole new level of thirsty, they in the hospital for dehydration. Hell",people level thirsty hospital dehydration hell,Medical
37148, Chemists demonstrate nanoscale alloys so bright they could have potential medical applications. #nanotechnology   http://t.co/DZfirxdUfi,chemists demonstrate nanoscale alloys bright potential medical applications #nanotechnology,Medical
37151, Should the fraternity &amp; friends be arrested even though they tried to help their friend by taking him to a hospital? http://t.co/kWvd5qSXvn,fraternity friends arrested tried help friend taking hospital,Medical
37160, @M_Weatherly @BrianDietzen @PauleyP  I'm watching a hospital ... I almost killed the nurse to give me the wifi password. I'm dying now.,watching hospital killed nurse wifi password dying,Medical
37161," House approves Oregon hospital, nursing home tax: The Oregon House voted Tuesday to extend a tax on hospitals ... http://t.co/4j11T5DMml",house approves oregon hospital nursing home tax oregon house voted tuesday extend tax hospitals,Medical
37166," Medical Assistant, Center for Advanced Surgical Care - Loxah - http://t.co/dRHCweUwzW #jobs #HCAPhysicianServices #Loxahatchee",medical assistant center advanced surgical care loxah #jobs #hcaphysicianservices #loxahatchee,Medical
37168, Medical Records State: The Sun Has Never Been Directly Linked to Skin Cancer Case | Collective-Evolution http://t.co/8mLPI8IYQl,medical records sun directly linked skin cancer collectiveevolution,Medical
37172, My doctor is such an attractive daddy type.,doctor attractive daddy type,Medical
37178, First Medical,medical,Medical
37179, I worked hard and I’m going to keep my head up. I’ll be that doctor!,hard ’ head ’ll doctor,Medical
37182, When the doctor ask me If I does smoke&lt;,doctor smokelt,Medical
37191, Is this what it feel to have a mental breakdown or do I just need to sleep @doctor help,feel mental breakdown sleep help,Medical
37193," \@TeaPartyCat: Ask your doctor if #Benghazi is right for you. http://t.co/LejexhAtxI\"" @GallantJohn""",doctor #benghazi,Medical
37195, Aaaand now I'm at the hospital,aaaand hospital,Medical
37201, #nw Doctor Who :) Love the Doctor xx,#nw doctor love doctor xx,Medical
37202, @weezerr1 @CMNHospitals hospital saved his sorry ass!,hospital saved sorry ass,Medical
37205," My medical choice - Jolie. I'd like to know more of the counselling given with the advice; more than \87%\"" I hope. http://t.co/un5BrwO0HZ""",medical choice jolie id counselling advice hope,Medical
37208, Angelina Jolie used science to make a hard personal decision. My hat is off to her! http://t.co/JDPzrNJn6L,angelina jolie science hard personal decision hat,Medical
37210, Who wanna give me a ride to the hospital ?,wanna ride hospital,Medical
37213, probably time to go to the doctor #stressfracture,probably time doctor #stressfracture,Medical
37217, Why would you compromise your sobriety by taking pills from a dentist? All medical professionals have alternatives for pain for addicts!,compromise sobriety taking pills dentist medical professionals alternatives pain addicts,Medical
37220, Just got out the hospital enstine really a dumb ass place to be about not to have my baby there TF,hospital enstine dumb ass baby tf,Medical
37231, Good Morning America Discount Medical Clubs http://t.co/uhTBttdd90,morning america discount medical clubs,Medical
